NAME                           ,TYPE    ,HINT                                                         ,UNITS               ,FORMAT ,MIN SW                                                      ,MAX SW                          ,MIN DB ,MAX DB ,SW DEFAULT                ,SW DEFAULT REAL ,GAIN   ,INCREMENT ,INDEX ,Backup (y/n) ,Restore (y/n) ,Range (y/n) ,Array Value Ref    ,Array Value ,ENUM VAL ,ENUM                          ,VisRenter ,VisDealer1 ,VisDealer2 ,VisDealer3 ,VisDealer4 ,VisDealer5 ,VisCusINSP ,VisCusTech ,VisCusEng ,VisSSTech ,VisSSEng ,EdRenter ,EdDealer1 ,EdDealer2 ,EdDealer3 ,EdDealer4 ,EdDealer5 ,EdCusINSP ,EdCusTech ,EdCusEng ,EdSSTech ,EdSSEng ,TEXT                          ,ARGUMENTS
-u8JackplateUpPreStopDistance  ,UINT8   ,JP UP pre-stop distance                                      ,""""                ,       ,0                                                           ,255                             ,       ,       ,6                         ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u8JackplateDnPreStopDistance  ,UINT8   ,JP DN pre-stop distance                                      ,""""                ,       ,0                                                           ,255                             ,       ,       ,6                         ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16UpperMovementLimit         ,IUINT16 ,Upper Movement Limit                                         ,s                   ,0.00   ,CONFIG_UPPER_MVMT_LIMIT_LOWER_VAL                           ,CONFIG_POSITION_FULL_UP         ,       ,       ,525                       ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,

MEMORYRECALL                   ,struct  ,Memory Recall                                                ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,3     ,y            ,y             ,y           ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,                              ,
-u16Version                    ,IUINT16 ,Memory recall Table Version                                  ,                    ,       ,                                                            ,                                ,       ,       ,CONFIG_MEM_RECALL_VERSION ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,0         ,0        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,0        ,0       ,                              ,
-u16SavedPosition1             ,IUINT16 ,Saved Position 1                                             ,inches              ,0.00   ,CONFIG_POSITION_FULL_DN                                     ,CONFIG_POSITION_FULL_UP         ,       ,       ,400                       ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16SavedPosition2             ,IUINT16 ,Saved Position 2                                             ,inches              ,0.00   ,CONFIG_POSITION_FULL_DN                                     ,CONFIG_POSITION_FULL_UP         ,       ,       ,200                       ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16SavedTrimPosition1         ,IUINT16 ,Trim Saved Position 1                                        ,%                   ,00.0   ,0                                                           ,995                             ,       ,       ,200                       ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16SavedTrimPosition2         ,IUINT16 ,Trim Saved Position 2                                        ,%                   ,00.0   ,0                                                           ,995                             ,       ,       ,100                       ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_0      ,ISINT16 ,saved positions when holding trim up for engine 0            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_1      ,ISINT16 ,saved positions when holding trim up for engine 1            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_2      ,ISINT16 ,saved positions when holding trim up for engine 2            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_3      ,ISINT16 ,saved positions when holding trim up for engine 3            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_4      ,ISINT16 ,saved positions when holding trim up for engine 4            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_5      ,ISINT16 ,saved positions when holding trim up for engine 5            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_6      ,ISINT16 ,saved positions when holding trim up for engine 06           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_7      ,ISINT16 ,saved positions when holding trim up for engine 7            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_8      ,ISINT16 ,saved positions when holding trim up for engine 8            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_9      ,ISINT16 ,saved positions when holding trim up for engine 9            ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_10     ,ISINT16 ,saved positions when holding trim up for engine 10           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_11     ,ISINT16 ,saved positions when holding trim up for engine 11           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_12     ,ISINT16 ,saved positions when holding trim up for engine 12           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_13     ,ISINT16 ,saved positions when holding trim up for engine 13           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_14     ,ISINT16 ,saved positions when holding trim up for engine 14           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimUpSavedPosition_15     ,ISINT16 ,saved positions when holding trim up for engine 15           ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_0      ,ISINT16 ,saved positions when holding trim down for engine 0          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_1      ,ISINT16 ,saved positions when holding trim down for engine 1          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_2      ,ISINT16 ,saved positions when holding trim down for engine 2          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_3      ,ISINT16 ,saved positions when holding trim down for engine 3          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_4      ,ISINT16 ,saved positions when holding trim down for engine 4          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_5      ,ISINT16 ,saved positions when holding trim down for engine 5          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_6      ,ISINT16 ,saved positions when holding trim down for engine 6          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_7      ,ISINT16 ,saved positions when holding trim down for engine 7          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_8      ,ISINT16 ,saved positions when holding trim down for engine 8          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_9      ,ISINT16 ,saved positions when holding trim down for engine 9          ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_10     ,ISINT16 ,saved positions when holding trim down for engine 10         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_11     ,ISINT16 ,saved positions when holding trim down for engine 11         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_12     ,ISINT16 ,saved positions when holding trim down for engine 12         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_13     ,ISINT16 ,saved positions when holding trim down for engine 13         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_14     ,ISINT16 ,saved positions when holding trim down for engine 14         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimDnSavedPosition_15     ,ISINT16 ,saved positions when holding trim down for engine 15         ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_0        ,ISINT16 ,saved positions when holding jackplate up for engine 0       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_1        ,ISINT16 ,saved positions when holding jackplate up for engine 1       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_2        ,ISINT16 ,saved positions when holding jackplate up for engine 2       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_3        ,ISINT16 ,saved positions when holding jackplate up for engine 3       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_4        ,ISINT16 ,saved positions when holding jackplate up for engine 4       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_5        ,ISINT16 ,saved positions when holding jackplate up for engine 5       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_6        ,ISINT16 ,saved positions when holding jackplate up for engine 6       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_7        ,ISINT16 ,saved positions when holding jackplate up for engine 7       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_8        ,ISINT16 ,saved positions when holding jackplate up for engine 8       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_9        ,ISINT16 ,saved positions when holding jackplate up for engine 9       ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_10       ,ISINT16 ,saved positions when holding jackplate up for engine 10      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_11       ,ISINT16 ,saved positions when holding jackplate up for engine 11      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_12       ,ISINT16 ,saved positions when holding jackplate up for engine 12      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_13       ,ISINT16 ,saved positions when holding jackplate up for engine 13      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_14       ,ISINT16 ,saved positions when holding jackplate up for engine 14      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpUpSavedPosition_15       ,ISINT16 ,saved positions when holding jackplate up for engine 15      ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_0        ,ISINT16 ,saved positions when holding jackplate down for engine 0     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_1        ,ISINT16 ,saved positions when holding jackplate down for engine 1     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_2        ,ISINT16 ,saved positions when holding jackplate down for engine 2     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_3        ,ISINT16 ,saved positions when holding jackplate down for engine 3     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_4        ,ISINT16 ,saved positions when holding jackplate down for engine 4     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_5        ,ISINT16 ,saved positions when holding jackplate down for engine 5     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16JpDnSavedPosition_6        ,ISINT16 ,saved positions when holding jackplate down for engine 6     ,%                   ,       ,                                                            ,                                ,       ,       ,2047                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
